GID,tif,min,max,mean,count,sum,std,median,percentile_90
1988_65,1988_65_rbr_w_offset.tif,-399.7908630371094,638.5398559570312,273.40547887408366,1284607,351218592.0,144.695783965339,284.6123046875,454.7547973632813
2006_751,2006_751_rbr_w_offset.tif,-72.85099792480469,387.42071533203125,191.67397841171936,6485,1243005.75,77.00978639464175,195.74081420898438,286.074951171875
1989_1161,1989_1161_rbr_w_offset.tif,-6.66646146774292,653.4151611328125,356.17996724890827,2290,815652.125,145.54767068485037,365.7913818359375,540.9275329589843
2003_828,2003_828_rbr_w_offset.tif,-91.9686508178711,497.5227966308594,225.09676946283415,11933,2686079.75,113.10766490630863,224.29339599609375,379.6537231445314
1988_7,1988_7_rbr_w_offset.tif,-164.44151306152344,128.8065643310547,-3.597915104947526,3335,-11999.046875,33.00506924275443,0.592997670173645,31.639593887329095
2005_1270,2005_1270_rbr_w_offset.tif,-57.2685432434082,362.1541442871094,148.16392463235294,170,25187.8671875,106.67269846193179,139.46160888671875,306.2377624511719
1996_660,1996_660_rbr_w_offset.tif,-312.8000183105469,553.9107666015625,148.57737845766974,19088,2836045.0,176.56174854806844,155.19021606445312,386.34788818359374
2016_693,2016_693_rbr_w_offset.tif,-319.3395080566406,594.9141235351562,175.81803861788617,4920,865024.75,187.41736853157798,148.486083984375,453.53353881835943
1996_582,1996_582_rbr_w_offset.tif,-97.23006439208984,572.6911010742188,235.36231369765792,5636,1326502.0,134.62158023452912,235.03567504882812,414.12303161621094
2003_796,2003_796_rbr_w_offset.tif,-48.546836853027344,534.6436157226562,308.5952226264726,2886,890605.8125,130.74261123899905,334.05419921875,457.22222900390625
1995_1303,1995_1303_rbr_w_offset.tif,-56.91032028198242,442.0640563964844,152.07267318317042,2353,357827.0,73.68860456798436,144.08921813964844,251.44046020507812
2021_2312,2021_2312_rbr_w_offset.tif,-54.663848876953125,494.10443115234375,288.76033519553073,895,258440.5,117.36903856683448,322.8610534667969,406.5154968261719
2010_884,2010_884_rbr_w_offset.tif,-356.2587890625,527.1642456054688,168.7391782255954,19105,3223762.0,97.0446593080184,170.49343872070312,294.53436279296875
1988_21,1988_21_rbr_w_offset.tif,-394.0,358.447265625,46.650131722097846,333657,15565143.0,69.66445112491606,50.17401123046875,132.3639373779297
2011_568,2011_568_rbr_w_offset.tif,-50.51913833618164,513.0991821289062,264.9812992125984,2159,572094.625,91.3404609158293,277.0034484863281,370.20259399414067
1986_11,1986_11_rbr_w_offset.tif,-520.1803588867188,610.4982299804688,253.32519527857428,748418,189593136.0,139.81458660269524,267.9435119628906,425.7155456542969
1995_1121,1995_1121_rbr_w_offset.tif,-209.8886260986328,619.0897827148438,43.51119689770822,14312,622732.25,106.08036437534656,12.240160942077637,181.92643585205076
1995_1322,1995_1322_rbr_w_offset.tif,-243.3629913330078,430.7607116699219,128.35010919375625,13966,1792537.625,113.24223287769895,133.75265502929688,275.00836181640625
1999_468,1999_468_rbr_w_offset.tif,-510.04058837890625,523.3285522460938,121.17179558695922,8067,977492.875,168.37481198236694,138.91433715820312,342.3508239746094
2006_677,2006_677_rbr_w_offset.tif,-259.7315673828125,540.7340087890625,218.24531186302488,14718,3212134.5,141.59351833147903,236.21542358398438,384.68189086914066
1998_844,1998_844_rbr_w_offset.tif,-139.05130004882812,100.54090881347656,-20.657719017094017,4329,-89427.265625,44.05095818697245,-21.444860458374023,36.8453353881836
2011_730,2011_730_rbr_w_offset.tif,-46.78741455078125,521.1121826171875,269.7305661705551,1243,335275.09375,120.15398714925787,284.77490234375,412.6669616699219
1995_1298,1995_1298_rbr_w_offset.tif,-435.0046691894531,507.9501953125,111.7508081257414,16860,1884118.625,159.90584281883304,90.87478637695312,339.7916290283203
2006_873,2006_873_rbr_w_offset.tif,-45.190513610839844,374.8998718261719,146.009941089838,1358,198281.5,106.1345868240739,153.9705352783203,284.98461303710934
2006_701,2006_701_rbr_w_offset.tif,-111.87493133544922,516.0249633789062,242.96850929744028,12853,3122874.25,106.42771200056205,262.6038513183594,365.3431396484375
2002_669,2002_669_rbr_w_offset.tif,0.48319950699806213,575.352294921875,346.5086069915254,1888,654208.25,126.35767152272103,360.2995300292969,501.3199981689453
2021_2319,2021_2319_rbr_w_offset.tif,-244.45388793945312,467.4372863769531,155.07868404118403,3885,602480.6875,138.31456483805025,161.46527099609375,334.54249267578126
