GID,fwi_90th,dmc_90th,dc_90th,isi_90th,bui_90th,ffmc_90th
1996_598,7.277333003956621,11.425293661237944,71.92471929931645,0.9857082016444372,16.575831740488525,77.53149456753215
1996_600,4.733899093910868,7.030826808815984,66.58310848534714,0.6366704717011148,10.25101492522839,67.28069943579611
1996_602,8.023657307054071,12.898127370159633,73.56804066251004,1.0056088293928027,17.510222396053397,77.95278079486535
1996_604,5.952065657478739,8.89089767615093,71.03438075583136,0.8187014753805681,13.334187158911696,74.28892151059728
1996_614,9.863783819612138,14.781985101939014,87.49182859659389,1.5055825465247352,20.911731752530244,81.97175768929927
1996_622,5.428669142583704,8.181947335093717,61.38121827876766,0.7005991091962422,12.405352892955042,69.84161741747135
1996_625,5.492463881869366,8.359528717595998,66.99902665413816,0.6695376361079969,12.469275231988863,68.68218678186366
1996_627,10.78528152256218,16.354954588693985,87.70830185546882,1.598579079485236,22.309668078726684,82.38001880401795
1996_628,10.59307101266442,16.543849305056305,88.03318251337666,1.5425662823484445,22.024419491797993,82.28763668248665
1996_630,5.33158223332408,8.091357387601109,57.23374433886018,0.9274337204596328,11.613343882766475,76.3552641325021
1996_632,NA,NA,NA,NA,NA,NA
1996_635,10.780558605292583,18.200661937932384,93.6130637715329,1.677678667599877,23.870386128405666,82.67998137731175
1996_639,10.037846233418854,15.38328151086699,91.8236208586779,1.5949944055029095,20.86555498003807,82.16228016965552
1996_640,6.856741701696059,10.028836401643362,76.24122928629114,1.040421387200333,14.93030824995136,77.35072806025289
1996_644,5.772847056321858,8.580314667465657,64.36528770252252,0.8563675858025455,12.508270593250401,73.82382802345381
1996_646,6.458975242675485,10.273654504102678,60.395604426311706,0.9174271897930748,14.77314747883635,75.48933874642697
1996_650,8.93451510158806,13.649268227411616,75.35844441936946,1.4123020681150287,18.79003715907807,81.36745487054426
1996_651,7.639717508908119,11.707171543305538,82.4115602700285,0.9068554951452343,17.224629269842463,76.093349295585
1996_652,6.353434559842917,9.589662475342283,73.77216498512786,0.7501599231066105,14.256073522744197,73.10939508153353
1996_653,3.90925891908625,6.390451312376827,41.655464100098925,0.5583253869154315,9.237892073713152,64.69732136977986
1996_654,9.045014941519018,13.39952956569228,73.89852724136851,1.5083309111813996,18.439991146892865,81.81975998320826
1996_656,4.902106932711654,7.6494772511273625,50.73340180247796,0.7993093854188982,10.828786438842858,71.58189459351615
1996_657,7.2760507821253535,11.484859057014527,80.78470647643874,0.995858471309206,16.610207571621473,77.64564516392328
1996_659,7.233897372531835,10.74702517626434,79.57781444880462,0.8646385679452759,16.067883343492287,75.84849100747753
1996_660,7.659301098256922,11.793878357085678,67.5049529202562,1.0919802157155567,16.41706882702398,78.4346058707529
1996_665,5.184484461071027,8.145779320769343,66.50893475174031,0.8511507969286749,12.102881568625298,75.31225587139727
1996_667,5.5630498289158155,8.465877038187886,60.43952670945036,0.8726324559324019,12.123183393451061,74.81030889289931
1996_668,3.9776376581550803,6.795268116094011,48.71544340526568,0.5189906147746387,10.220156342586336,61.91658915837662
1996_670,4.90152456304472,7.635685299122358,54.53705313735179,0.8116128664749505,10.833269108611988,73.9606706739022
